Table,Parameter,Abbreviation,Units,Foliage Nature,Species,Value,Source
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus sylvestris,132,Berg et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus sylvestris,120,Berg and McClaugherty 1989
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus sylvestris,104,Berg and Ekhbom 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus sylvestris,132,Staaf and Berg 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,100,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,49.8,Edmonds 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,61,Aber and Melillo 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Sequoiadendron gigant.,96.2,Stohlgren 1988
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Tsuga heterophylla,83.6,Edmonds 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Tsuga heterophylla,60.2,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Tsuga heterophylla,51,Pastor et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,113,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,121,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,146,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,114,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,129,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,103,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,82,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix decidua,87,Matyssek and Schulze 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix eurolepsis,73.9,Matyssek and Schulze 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix gmelinii,122,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix laricina,132,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix laricina,147,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix laricina,91,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix laricina,161,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix leptolepsis,91.3,Matyssek and Schulze 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix lyallii,96.2,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix lyallii,104,Gower and Richards 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix lyallii,122,Richards 1981
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,106,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,110,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,151,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,153,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,140,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,136,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,109,Gower 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,126,Gower and Richards 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix olgenisis,142,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix siberica,88,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix siberica,97,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous needle leaf forest,Larix siberica,80.8,Kloeppel et al. 1998
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer,49.5,Aber and Melillo 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer pseudoplatanus,19.8,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer rubrum,71.4,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer rubrum,75.8,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer rubrum,73.5,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer rubrum,71.4,Melillo et al. 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,87.8,Gosz et al. 1973
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,83.3,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,60.2,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,52.1,Pastor et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,83.3,Melillo et al. 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Alnus glutinosa,16.3,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Alnus rubra,23.8,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Alnus rubra,31.5,Edmonds 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Alnus viridis,44.1,Fyles and McGill 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Betula,54.3,Aber and Melillo 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Betula alleghaniensis,58.8,Gosz et al. 1973
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Betula Papyrifera,55.6,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Betula Papyrifera,55.6,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Betula Papyrifera,55.6,Melillo et al. 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Betula pendula,64.9,Berg and Ekhbom 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Betula pubescens,65.8,Berg et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Carya spp.,38.5,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Castanea dentata,47.6,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Castanea sativa,114,Cortez et al. 1996
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Castanea sativa,64.9,Anderson 1973
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Ceanothus spp.,58.8,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Cornus florida,34.4,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Corylus avellana,36,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fagus,55.6,Aber and Melillo 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fagus grandifolia,61,Gosz et al. 1973
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fagus grandifolia,58.8,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fagus grandifolia,55.6,Melillo et al. 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fagus sylvatica,64,Cortez et al. 1996
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fagus sylvatica,42.7,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fagus sylvatica,42.7,Anderson 1973
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fraxinus,49.5,Aber and Melillo 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fraxinus americana,55.6,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fraxinus americana,50,Pastor et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fraxinus americana,55.6,Melillo et al. 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fraxinus angustifolia,53.8,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fraxinus excelsior,33.8,Gilbert and Bocock 1960
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Fraxinus excelsior,32.3,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Liriodendron tulipifera,45.5,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Nothofagus spp.,66,Ross and Tate 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Populus tremuloides,70.8,Stump and Binkley 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Populus tremuloides,60.2,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Prunus,43.5,Aber and Melillo 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Prunus avium,44.6,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Prunus pennsylvanica,40,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Prunus pennsylvanica,41.7,Melillo et al. 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus alba,62.5,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus alba,59.5,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus alba,56.2,Pastor et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus canariensis,71.4,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus coccinea,76.9,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus ilex,56.5,Cortez et al. 1996
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus petraea,63.9,Cortez et al. 1996
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus petraea,68.5,Bocock et al. 1960
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus petraea,54.3,Bocock 1963
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus petraea,64.9,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus petraea,64.9,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus prinus,41.7,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus prinus/rubra,48.1,Strojan 1978
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus pyrenaica,53.8,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus robur,63.3,Bocock 1964
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,58.1,Gower and Son 1992
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,60.2,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,59.5,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,61,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,57.5,Pastor et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Quercus suber,61.7,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Robinia pseudoacacia,32.2,Aber and Melillo 1982
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Salix atrocinerea,68.5,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Sassafras albidum,35.2,Strojan 1978
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Deciduous broad leaf forest,Tilia americana,31.2,Pastor et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Dry alluvial meadow,36.5,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Grass,43.7,Taylor et al. 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Halophytic meadow– steppe,51.5,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Halophytic meadow,38.5,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,"Matador, Canada",54.3,Coupland and van Dyne 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Meadow–steppe,51.5,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Meadow–steppe,35.7,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Mesohalophytic meadow,37.6,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Steppe–meadow,32.7,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Grass,Wet halophytic meadow,69.4,Titlyanova and Bazilevich 1979
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Alder,26.4,Taylor et al. 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Arctostaphylos,66.7,Taylor et al. 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Ceanothus megacarpus,74.6,Schlessinger 1985
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Ceanothus megacarpus,79.4,Schlessinger 1985
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Cistus libanotis,122,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Halimium halimifolium,152,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Quercus coccifera,54.9,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Quercus lusitanica,54.9,Gallardo and Merino 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Salvia mellifera,86.2,Schlessinger 1985
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Salvia mellifera,76.9,Schlessinger 1985
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Shrub,Sepherdia,27.9,Taylor et al. 1991
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Abies amabilis,48.1,Grier et al. 1981; Vogt et al. 1982
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Abies amabilis,54.9,Grier et al. 1981; Vogt et al. 1982
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Abies lasiocarpa,81.5,Stump and Binkley 1993
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,59.2,Taylor et al. 1991
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,49,Vogt et al. 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,49.5,Vogt et al. 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,50.5,Vogt et al. 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,31.4,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,36.5,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,36.2,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,50,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,61,Lutz and Cline 1947; McClaugherty et al. 1982; Vogt et al. 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,40.3,Nambiar 1987
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,ENF,42.4,Nambiar 1987
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Picea engelmannii,68.4,Stump and Binkley 1993
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Picea/Abies,27.6,Kimmins and Hawkes 1978; Krumlik and Kimmins 1976
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Picea/Abies,37,Damman 1964; Damman 1971
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Picea/Abies,46.7,Damman 1964; Damman 1971
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,82.4,Stump and Binkley 1993
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,53.6,Aber et al. 1990
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pinus taeda,61.7,Birk and Vitousek 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pinus taeda,49.5,Birk and Vitousek 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pinus taeda,48.5,Birk and Vitousek 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pinus taeda,52.6,Birk and Vitousek 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pinus taeda,54.9,Birk and Vitousek 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,79.4,Grier et al. 1974; Santantonio et al. 1977
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,200,Grier et al. 1974; Santantonio et al. 1977
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,29.9,Aber et al. 1990
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,25,Fahey et al. 1978
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,53.2,Yin 1989
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,37.6,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,42,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,43.9,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,42.7,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,37.9,DeAngelis et al. 1981; Nadelhoffer et al. 1985
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,37.9,Lutz and Cline 1947; McClaugherty et al. 1984; Vogt et al. 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,58.8,Lutz and Cline 1947; McClaugherty et al. 1984; Vogt et al. 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,DBF,46.7,Lutz and Cline 1947; McClaugherty et al. 1982; Vogt et al. 1986
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,Populus tremuloides,52.4,Stump and Binkley 1993
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,Quercus,36.2,Joslin and Henderson 1987
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,Quercus,68.5,Joslin and Henderson 1987
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,Quercus,75.8,Joslin and Henderson 1987
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Deciduous broad leaf forest,Quercus,73.5,Joslin and Henderson 1987
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Dry alluvial meadow,61,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Grass,48,Taylor et al. 1991
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Halophytic meadow– Steppe,70.4,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Halophytic meadow,72.5,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,"Matador, Canada",75.8,Coupland and van Dyne 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Meadow–steppe,40,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Meadow–steppe,62.5,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Mesohalophytic meadow,21.7,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Mesohalophytic meadow,45.9,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Mesophytic alluvial meadow,57.5,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Mesophytic alluvial meadow,33.1,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Mesophytic meadow,42.4,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Solling Plateau,34,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Steppe–meadow,22.3,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Steppe–meadow,37.9,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Wet alluvial meadow,37.3,Titlyanova and Bazilevich 1979
A.3.3,Fine root C to N ratio,C:Nfr,kg C per kg N,Grass,Wet halophytic meadow,87.7,Titlyanova and Bazilevich 1979
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Abies amabilis,680,Edmonds 1987
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Abies concolor,996,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Calocedrus,526,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Cedar,365,Allison et al. 1963
A.3.5,Dead wood C to N ratio,C:Ndw,kg C per kg N,Evergreen needle leaf forest,Cupressus,882,Allison et al. 1963
